 .eslintrc.js                                                                                                                |    87 +++++++++++++++++++++++++++++++++++++++----------------------------------------
 mobile/android/extensions/webcompat/aboutPageProcessScript.js                                                               |     8 +++-----
 mobile/android/extensions/webcompat/background.js                                                                           |    28 ++++++++++++++------------
 mobile/android/extensions/webcompat/injections.js                                                                           |    68 +++++++++++++++++++++++++++++++++-----------------------------
 mobile/android/extensions/webcompat/injections/js/bug0000000-dummy-js-injection.js                                          |     2 +-
 mobile/android/extensions/webcompat/injections/js/bug1452707-window.controllers-shim-ib.absa.co.za.js                       |     2 +-
 mobile/android/extensions/webcompat/injections/js/bug1457335-histography.io-ua-change.js                                    |     4 ++--
 mobile/android/extensions/webcompat/injections/js/bug1472075-bankofamerica.com-ua-change.js                                 |     6 +++---
 mobile/android/extensions/webcompat/injections/js/bug1472081-election.gov.np-window.sidebar-shim.js                         |     2 +-
 mobile/android/extensions/webcompat/injections/js/bug1482066-portalminasnet.com-window.sidebar-shim.js                      |     2 +-
 mobile/android/extensions/webcompat/ua_overrides.js                                                                         |   193 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------
 mobile/android/modules/Accounts.jsm                                                                                         |    52 ++++++++++++++++++++++++++----------------------
 mobile/android/modules/ActionBarHandler.jsm                                                                                 |   206 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------
 mobile/android/modules/BrowserActions.jsm                                                                                   |    10 +++++-----
 mobile/android/modules/DownloadNotifications.jsm                                                                            |    97 +++++++++++++++++++++++++++++++++++++++++------------------------------------------------
 mobile/android/modules/FormAssistant.jsm                                                                                    |   113 +++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------
 mobile/android/modules/FxAccountsWebChannel.jsm                                                                             |   282 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------
 mobile/android/modules/HelperApps.jsm                                                                                       |    90 ++++++++++++++++++++++++++++++++++++++++------------------------------------------
 mobile/android/modules/Home.jsm                                                                                             |    92 +++++++++++++++++++++++++++++++++++-------------------------------------------------
 mobile/android/modules/HomeProvider.jsm                                                                                     |   145 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------
 mobile/android/modules/InputWidgetHelper.jsm                                                                                |    80 +++++++++++++++++++++++++++++++++++--------------------------------------
 mobile/android/modules/LightweightThemeConsumer.jsm                                                                         |    15 ++++++--------
 mobile/android/modules/MediaPlayerApp.jsm                                                                                   |    25 ++++++++---------------
 mobile/android/modules/NetErrorHelper.jsm                                                                                   |    33 +++++++++++++++---------------
 mobile/android/modules/Notifications.jsm                                                                                    |   129 +++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------
 mobile/android/modules/PageActions.jsm                                                                                      |    31 ++++++++++-------------------
 mobile/android/modules/Prompt.jsm                                                                                           |   152 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------
 mobile/android/modules/RuntimePermissions.jsm                                                                               |    19 +++++++++---------
 mobile/android/modules/Sanitizer.jsm                                                                                        |   164 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------
 mobile/android/modules/SelectHelper.jsm                                                                                     |    35 ++++++++++++++------------------
 mobile/android/modules/SharedPreferences.jsm                                                                                |   102 ++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 mobile/android/modules/Snackbars.jsm                                                                                        |     9 +++++----
 mobile/android/modules/WebrtcUI.jsm                                                                                         |   188 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------
 mobile/android/modules/WebsiteMetadata.jsm                                                                                  |   471 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 mobile/android/modules/dbg-browser-actors.js                                                                                |    14 +++++--------
 mobile/android/modules/geckoview/.eslintrc.js                                                                               |     8 ++++----
 mobile/android/modules/geckoview/AndroidLog.jsm                                                                             |    20 ++++++++++---------
 mobile/android/modules/geckoview/ContentCrashHandler.jsm                                                                    |    27 ++++++++++---------------
 mobile/android/modules/geckoview/DelayedInit.jsm                                                                            |    22 +++++++++-----------
 mobile/android/modules/geckoview/GeckoViewAccessibility.jsm                                                                 |     8 ++++----
 mobile/android/modules/geckoview/GeckoViewAutoFill.jsm                                                                      |   102 ++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------
 mobile/android/modules/geckoview/GeckoViewChildModule.jsm                                                                   |    75 +++++++++++++++++++++++++++++++++------------------------------------
 mobile/android/modules/geckoview/GeckoViewConsole.jsm                                                                       |    26 ++++++++++--------------
 mobile/android/modules/geckoview/GeckoViewContent.jsm                                                                       |   124 +++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------
 mobile/android/modules/geckoview/GeckoViewContentBlocking.jsm                                                               |    16 +++++++--------
 mobile/android/modules/geckoview/GeckoViewMedia.jsm                                                                         |     8 ++++----
 mobile/android/modules/geckoview/GeckoViewModule.jsm                                                                        |    16 +++++++--------
 mobile/android/modules/geckoview/GeckoViewNavigation.jsm                                                                    |   129 +++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------
 mobile/android/modules/geckoview/GeckoViewProgress.jsm                                                                      |    79 ++++++++++++++++++++++++++++++++++--------------------------------------
 mobile/android/modules/geckoview/GeckoViewRemoteDebugger.jsm                                                                |    31 ++++++++++++++---------------
 mobile/android/modules/geckoview/GeckoViewSettings.jsm                                                                      |    49 ++++++++++++++++++---------------------------
 mobile/android/modules/geckoview/GeckoViewTab.jsm                                                                           |     6 +++---
 mobile/android/modules/geckoview/GeckoViewUtils.jsm                                                                         |    94 ++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 mobile/android/modules/geckoview/GeckoViewWebExtension.jsm                                                                  |    26 +++++++++++++-----------
 mobile/android/modules/geckoview/LoadURIDelegate.jsm                                                                        |    82 +++++++++++++++++++++++++++++++++++++--------------------------------------
 mobile/android/modules/geckoview/Messaging.jsm                                                                              |    39 +++++++++++++++---------------------
 mobile/android/tests/browser/chrome/.eslintrc.js                                                                            |     4 +---
 mobile/android/tests/browser/chrome/head.js                                                                                 |    18 +++++++----------
 mobile/android/tests/browser/chrome/head_scroll.js                                                                          |    14 ++++++-------
 mobile/android/tests/browser/chrome/head_search.js                                                                          |     6 +++---
 mobile/android/tests/browser/robocop/robocop_head.js                                                                        |   198 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------
 mobile/android/tests/browser/robocop/robocop_testharness.js                                                                 |    25 +++++++----------------
 mobile/android/tests/browser/robocop/roboextender/api.js                                                                    |    12 ++++-------
 mobile/android/tests/browser/robocop/testAccessibleCarets.js                                                                |    76 ++++++++++++++++++++++++++-------------------------------------------
 mobile/android/tests/browser/robocop/testActivityStreamPocketReferrer.js                                                    |    41 +++++++++++++++++++-------------------
 mobile/android/tests/browser/robocop/testAndroidCastDeviceProvider.js                                                       |   142 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------
 mobile/android/tests/browser/robocop/testBrowserDiscovery.js                                                                |    36 ++++++++++++++++++++-------------
 mobile/android/tests/browser/robocop/testEventDispatcher.js                                                                 |    71 ++++++++++++++++++++++++++++++++++++-----------------------------
 mobile/android/tests/browser/robocop/testFilePicker.js                                                                      |     9 ++++++---
 mobile/android/tests/browser/robocop/testFindInPage.js                                                                      |    11 +++++-----
 mobile/android/tests/browser/robocop/testHistoryService.js                                                                  |    41 +++++++++++++++++++++++++++-----------
 mobile/android/tests/browser/robocop/testJavascriptBridge.js                                                                |     2 +-
 mobile/android/tests/browser/robocop/testReaderCacheMigration.js                                                            |     2 +-
 mobile/android/tests/browser/robocop/testReadingListCache.js                                                                |    21 ++++++++++----------
 mobile/android/tests/browser/robocop/testRuntimePermissionsAPI.js                                                           |     2 +-
 mobile/android/tests/browser/robocop/testSnackbarAPI.js                                                                     |     6 +++---
 mobile/android/tests/browser/robocop/testThemeInstall.js                                                                    |    17 +++++++---------
 mobile/android/tests/browser/robocop/testTrackingProtection.js                                                              |    49 +++++++++++++++++++++++++++------------------
 mobile/android/tests/browser/robocop/testUITelemetry.js                                                                     |    18 ++++++++---------
 mobile/android/tests/browser/robocop/testUnifiedTelemetryClientId.js                                                        |    49 ++++++++++++++++++++++++---------------------
 mobile/android/tests/browser/robocop/testVideoControls.js                                                                   |    24 ++++++++++++----------
 modules/libjar/test/mochitest/.eslintrc.js                                                                                  |     4 +---
 modules/libjar/test/unit/.eslintrc.js                                                                                       |     4 +---
 modules/libjar/test/unit/test_bug1328865.js                                                                                 |    10 +++++-----
 modules/libjar/test/unit/test_bug278262.js                                                                                  |     8 +++-----
 modules/libjar/test/unit/test_bug333423.js                                                                                  |     3 +--
 modules/libjar/test/unit/test_bug336691.js                                                                                  |     3 +--
 modules/libjar/test/unit/test_bug370103.js                                                                                  |     6 +++---
 modules/libjar/test/unit/test_bug379841.js                                                                                  |     6 ++----
 modules/libjar/test/unit/test_bug453254.js                                                                                  |     6 ++----
 modules/libjar/test/unit/test_bug458158.js                                                                                  |     6 ++----
 modules/libjar/test/unit/test_bug589292.js                                                                                  |     6 +++---
 modules/libjar/test/unit/test_bug597702.js                                                                                  |     8 ++++----
 modules/libjar/test/unit/test_bug637286.js                                                                                  |     6 +++---
 modules/libjar/test/unit/test_bug658093.js                                                                                  |     6 +++---
 modules/libjar/test/unit/test_corrupt_1211262.js                                                                            |     4 +---
 modules/libjar/test/unit/test_corrupt_536911.js                                                                             |     4 +---
 modules/libjar/test/unit/test_corrupt_541828.js                                                                             |     4 +---
 modules/libjar/test/unit/test_crx.js                                                                                        |     4 +---
 modules/libjar/test/unit/test_dirjar_bug525755.js                                                                           |     4 +---
 modules/libjar/test/unit/test_jarchannel.js                                                                                 |   220 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------
 modules/libjar/test/unit/test_jarinput_stream_zipreader_reference.js                                                        |     4 +---
 modules/libjar/test/unit/test_not_found.js                                                                                  |     8 ++++----
 modules/libjar/test/unit/test_umlaute.js                                                                                    |     2 +-
 modules/libjar/test/unit/test_uncompressed.js                                                                               |     3 +--
 modules/libjar/zipwriter/test/unit/.eslintrc.js                                                                             |     4 +---
 modules/libjar/zipwriter/test/unit/head_zipwriter.js                                                                        |    32 +++++++++++++-----------------
 modules/libjar/zipwriter/test/unit/test_alignment.js                                                                        |    31 ++++++++++-------------------
 modules/libjar/zipwriter/test/unit/test_asyncadd.js                                                                         |    57 +++++++++++++++++++++++++++-------------------------
 modules/libjar/zipwriter/test/unit/test_asyncbadadd.js                                                                      |     5 ++---
 modules/libjar/zipwriter/test/unit/test_asyncbadremove.js                                                                   |     5 ++---
 modules/libjar/zipwriter/test/unit/test_asyncremove.js                                                                      |    10 +++-------
 modules/libjar/zipwriter/test/unit/test_bug399727.js                                                                        |    29 ++++++++++-----------------
 modules/libjar/zipwriter/test/unit/test_bug419769_1.js                                                                      |     9 +++------
 modules/libjar/zipwriter/test/unit/test_bug419769_2.js                                                                      |     3 +--
 modules/libjar/zipwriter/test/unit/test_bug425768.js                                                                        |     3 +--
 modules/libjar/zipwriter/test/unit/test_bug446708.js                                                                        |     1 -
 modules/libjar/zipwriter/test/unit/test_bug467740.js                                                                        |     6 ++----
 modules/libjar/zipwriter/test/unit/test_bug717061.js                                                                        |    32 ++++++++++--------------------
 modules/libjar/zipwriter/test/unit/test_deflatedata.js                                                                      |     9 +++------
 modules/libjar/zipwriter/test/unit/test_editexisting.js                                                                     |     6 +++---
 modules/libjar/zipwriter/test/unit/test_storedata.js                                                                        |    17 +++++++---------
 modules/libjar/zipwriter/test/unit/test_sync.js                                                                             |    16 ++++++---------
 modules/libjar/zipwriter/test/unit/test_undochange.js                                                                       |    11 +++-------
 modules/libjar/zipwriter/test/unit/test_zippermissions.js                                                                   |     5 ++---
 modules/libmar/tests/unit/.eslintrc.js                                                                                      |     4 +---
 modules/libmar/tests/unit/head_libmar.js                                                                                    |    22 +++++++-------------
 modules/libmar/tests/unit/test_create.js                                                                                    |     5 ++---
 modules/libmar/tests/unit/test_extract.js                                                                                   |     5 ++---
 modules/libmar/tests/unit/test_sign_verify.js                                                                               |    21 +++++++-------------
 modules/libpref/test/unit/.eslintrc.js                                                                                      |     4 +---
 modules/libpref/test/unit/head_libPrefs.js                                                                                  |    10 ++++------
 modules/libpref/test/unit/test_bug345529.js                                                                                 |     2 +-
 modules/libpref/test/unit/test_bug577950.js                                                                                 |     2 +-
 modules/libpref/test/unit/test_changeType.js                                                                                |     6 +++---
 modules/libpref/test/unit/test_defaultValues.js                                                                             |    25 +++++++++++++----------
 modules/libpref/test/unit/test_dirtyPrefs.js                                                                                |     8 ++++----
 modules/libpref/test/unit/test_libPrefs.js                                                                                  |    45 ++++++++++++++++++++---------------------
 modules/libpref/test/unit/test_parser.js                                                                                    |    37 ++++++++++++++--------------------
 modules/libpref/test/unit/test_stickyprefs.js                                                                               |    24 ++++++++--------------
 modules/libpref/test/unit/test_warnings.js                                                                                  |     5 ++---
 modules/libpref/test/unit_ipc/.eslintrc.js                                                                                  |     4 +---
 modules/libpref/test/unit_ipc/test_existing_prefs.js                                                                        |     6 +++---
 modules/libpref/test/unit_ipc/test_initial_prefs.js                                                                         |     4 ++--
 modules/libpref/test/unit_ipc/test_large_pref.js                                                                            |    13 ++++--------
 modules/libpref/test/unit_ipc/test_locked_prefs.js                                                                          |     4 ++--
 modules/libpref/test/unit_ipc/test_observed_prefs.js                                                                        |     4 ++--
 modules/libpref/test/unit_ipc/test_sharedMap.js                                                                             |    91 +++++++++++++++++++++++++++++++----------------------------------------------------
 modules/libpref/test/unit_ipc/test_sharedMap_var_caches.js                                                                  |    30 +++++++++++-----------------
 modules/libpref/test/unit_ipc/test_update_prefs.js                                                                          |    12 +++++------
 modules/libpref/test/unit_ipc/test_user_default_prefs.js                                                                    |    19 +++++++++++-------
 netwerk/base/NetUtil.jsm                                                                                                    |   776 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 netwerk/cookie/test/browser/.eslintrc.js                                                                                    |     4 +---
 netwerk/cookie/test/mochitest/.eslintrc.js                                                                                  |     4 +---
 netwerk/cookie/test/mochitest/cookiesHelper.js                                                                              |    23 ++++++++++++---------
 netwerk/cookie/test/unit/.eslintrc.js                                                                                       |     4 +---
 netwerk/cookie/test/unit/test_bug1155169.js                                                                                 |    30 ++++++++++++++++++++--------
 netwerk/cookie/test/unit/test_bug1321912.js                                                                                 |    95 +++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------
 netwerk/cookie/test/unit/test_bug643051.js                                                                                  |     5 ++---
 netwerk/cookie/test/unit/test_eviction.js                                                                                   |   233 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------
 netwerk/cookie/test/unit/test_parser_0001.js                                                                                |     8 +++-----
 netwerk/cookie/test/unit/test_parser_0019.js                                                                                |     8 +++-----
 netwerk/dns/mdns/libmdns/DNSServiceDiscovery.jsm                                                                            |    38 +++++++++++++++++------------------
 netwerk/dns/mdns/libmdns/MulticastDNSAndroid.jsm                                                                            |    47 ++++++++++++++++++-------------------------
 netwerk/dns/mdns/libmdns/fallback/DNSPacket.jsm                                                                             |    40 ++++++++++++++++++-------------------
 netwerk/dns/mdns/libmdns/fallback/DNSRecord.jsm                                                                             |    18 ++++++++---------
 netwerk/dns/mdns/libmdns/fallback/DNSResourceRecord.jsm                                                                     |    22 ++++++++++----------
 netwerk/dns/mdns/libmdns/fallback/DNSTypes.jsm                                                                              |   155 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------
 netwerk/dns/mdns/libmdns/fallback/DataWriter.jsm                                                                            |     4 ++--
 netwerk/dns/mdns/libmdns/fallback/MulticastDNS.jsm                                                                          |   241 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------
 netwerk/protocol/http/UAOverridesBootstrapper.jsm                                                                           |     6 +++---
 netwerk/protocol/http/UserAgentOverrides.jsm                                                                                |    47 ++++++++++++++++++++-----------------------
 netwerk/protocol/http/UserAgentUpdates.jsm                                                                                  |   182 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------
 netwerk/protocol/http/WellKnownOpportunisticUtils.jsm                                                                       |     4 ++--
 netwerk/test/browser/.eslintrc.js                                                                                           |     4 +---
 netwerk/test/httpserver/httpd.js                                                                                            |  1364 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 netwerk/test/httpserver/test/.eslintrc.js                                                                                   |     4 +---
 netwerk/test/httpserver/test/head_utils.js                                                                                  |   283 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------
 netwerk/test/httpserver/test/test_async_response_sending.js                                                                 |  1278 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 netwerk/test/httpserver/test/test_basic_functionality.js                                                                    |    71 ++++++++++++++++++++++++++++++-----------------------------------
 netwerk/test/httpserver/test/test_body_length.js                                                                            |    14 ++++---------
 netwerk/test/httpserver/test/test_byte_range.js                                                                             |    44 ++++++++++++++--------------------------
 netwerk/test/httpserver/test/test_cern_meta.js                                                                              |    16 +++++----------
 netwerk/test/httpserver/test/test_default_index_handler.js                                                                  |    16 ++++++++-------
 netwerk/test/httpserver/test/test_empty_body.js                                                                             |     6 ++----
 netwerk/test/httpserver/test/test_errorhandler_exception.js                                                                 |    26 ++++++++++++++----------
 netwerk/test/httpserver/test/test_header_array.js                                                                           |     6 +-----
 netwerk/test/httpserver/test/test_headers.js                                                                                |    33 +++++++++++-------------------
 netwerk/test/httpserver/test/test_host.js                                                                                   |   229 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------
 netwerk/test/httpserver/test/test_linedata.js                                                                               |     2 +-
 netwerk/test/httpserver/test/test_load_module.js                                                                            |     2 +-
 netwerk/test/httpserver/test/test_name_scheme.js                                                                            |    44 ++++++++++++++--------------------------
 netwerk/test/httpserver/test/test_processasync.js                                                                           |    61 +++++++++++++++++++++++---------------------------------
 netwerk/test/httpserver/test/test_qi.js                                                                                     |    14 ++++---------
 netwerk/test/httpserver/test/test_registerdirectory.js                                                                      |   359 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------
 netwerk/test/httpserver/test/test_registerprefix.js                                                                         |    20 ++++++++-----------
 netwerk/test/httpserver/test/test_request_line_split_in_two_packets.js                                                      |    68 ++++++++++++++++++++++++--------------------------------------
 netwerk/test/httpserver/test/test_response_write.js                                                                         |     7 ++-----
 netwerk/test/httpserver/test/test_seizepower.js                                                                             |    81 +++++++++++++++++++++++++++++++++++++++++---------------------------------
 netwerk/test/httpserver/test/test_setindexhandler.js                                                                        |     2 +-
 netwerk/test/httpserver/test/test_setstatusline.js                                                                          |    18 ++++-------------
 netwerk/test/httpserver/test/test_sjs.js                                                                                    |    43 ++++++++++++++--------------------------
 netwerk/test/httpserver/test/test_sjs_object_state.js                                                                       |   164 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------
 netwerk/test/httpserver/test/test_sjs_state.js                                                                              |    63 +++++++++++++++++++---------------------------------------
 netwerk/test/httpserver/test/test_sjs_throwing_exceptions.js                                                                |     7 ++++---
 netwerk/test/httpserver/test/test_start_stop.js                                                                             |    29 ++++++++++++---------------
 netwerk/test/mochitests/.eslintrc.js                                                                                        |     4 +---
 netwerk/test/unit/.eslintrc.js                                                                                              |     4 +---
 netwerk/test/unit_ipc/.eslintrc.js                                                                                          |     4 +---
 netwerk/url-classifier/UrlClassifierSkipListService.jsm                                                                     |    11 +++++-----
 parser/htmlparser/tests/mochitest/.eslintrc.js                                                                              |     5 +----
 parser/htmlparser/tests/mochitest/browser_viewsource.js                                                                     |     1 -
 parser/htmlparser/tests/mochitest/file_bug688580.js                                                                         |     1 -
 parser/htmlparser/tests/mochitest/file_defer_bug1104732.js                                                                  |     1 -
 parser/htmlparser/tests/mochitest/html5_tree_construction_exceptions.js                                                     |     2 +-
 parser/htmlparser/tests/mochitest/parser_datreader.js                                                                       |    35 +++++++++++++-------------------
 parser/htmlparser/tests/mochitest/parser_web_testrunner.js                                                                  |    41 ++++++++++++++++----------------------
 parser/htmlparser/tests/reftest/bug696651-external.js                                                                       |     3 ++-
 parser/xml/test/unit/.eslintrc.js                                                                                           |     4 +---
 parser/xml/test/unit/results.js                                                                                             |   908 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 parser/xml/test/unit/test_sanitizer.js                                                                                      |     3 +--
 remote/.eslintrc.js                                                                                                         |     4 ++--
 remote/Connection.jsm                                                                                                       |    15 +++++++-------
 remote/Error.jsm                                                                                                            |    27 ++++++++++---------------
 remote/JSONHandler.jsm                                                                                                      |    14 ++++++-------
 remote/Log.jsm                                                                                                              |     4 ++--
 remote/Observer.jsm                                                                                                         |     2 +-
 remote/RecommendedPreferences.jsm                                                                                           |     2 +-
 remote/RemoteAgent.js                                                                                                       |    32 ++++++++++++++++--------------
 remote/Sync.jsm                                                                                                             |    38 ++++++++++++++++++++---------------
 remote/WindowManager.jsm                                                                                                    |    34 ++++++++++++-------------------
 remote/domains/ContentProcessDomain.jsm                                                                                     |     2 +-
 remote/domains/ContentProcessDomains.jsm                                                                                    |     4 ++--
 remote/domains/Domain.jsm                                                                                                   |     4 +---
 remote/domains/Domains.jsm                                                                                                  |     8 +++-----
 remote/domains/ParentProcessDomains.jsm                                                                                     |     4 ++--
 remote/domains/content/Emulation.jsm                                                                                        |     2 +-
 remote/domains/content/Log.jsm                                                                                              |    33 ++++++++++++++----------------
 remote/domains/content/Network.jsm                                                                                          |     2 +-
 remote/domains/content/Page.jsm                                                                                             |    64 +++++++++++++++++++++++++++--------------------------------
 remote/domains/content/Performance.jsm                                                                                      |     2 +-
 remote/domains/content/Runtime.jsm                                                                                          |     2 +-
 remote/domains/content/Security.jsm                                                                                         |     2 +-
 remote/domains/parent/Browser.jsm                                                                                           |     6 +++---
 remote/domains/parent/Target.jsm                                                                                            |    20 +++++++++----------
